Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
IN0114_R2_paired	21.598442677568656	50.0	131.72168894647564	0.0	9730634.0
IN0115_R1_paired	22.829440966752543	50.0	148.4467273216205	0.0	10761858.0
IN0115_R2_paired	22.31939143917107	50.0	129.72987359617642	0.0	10761858.0
IN0116_R1_paired	23.04081841669165	50.0	148.0995239519393	0.0	9927359.0
IN0116_R2_paired	22.722703231338713	50.0	131.9114317312389	0.0	9927359.0
INA168_R1_paired	9.894313004194927	50.0	218.03363213383614	0.0	3864786.0
INA168_R2_paired	9.900259603214081	50.0	194.6683787925127	0.0	3864786.0
IR00102_R1_paired	20.528128519173407	49.0	146.07911963046914	0.0	14167369.0
IR00102_R2_paired	20.166268428126912	49.0	132.20385450537782	0.0	14167369.0
IR0013_R1_paired	19.893695645433425	48.0	142.68887230021568	0.0	11993458.0
IR0013_R2_paired	19.548450270743658	49.0	132.1223906399639	0.0	11993458.0
IR0015_R1_paired	19.947419013398076	49.0	146.24922579926286	0.0	11505414.0
IR0015_R2_paired	19.495638013624784	49.0	130.54482394114632	0.0	11505414.0
IR0083_R1_paired	16.933903914014138	49.0	146.19622641107495	0.0	9388410.0
IR0083_R2_paired	16.582198948165754	49.0	131.43487342372137	0.0	9388410.0
IR0084_R1_paired	21.25743018622309	48.0	145.6577735516434	0.0	13711506.0
IR0084_R2_paired	20.880384479429352	48.0	132.48466142231203	0.0	13711506.0
IR0088_R1_paired	26.469535766164867	48.0	146.28034467472278	0.0	14750603.0
IR0088_R2_paired	26.04613814947774	48.0	131.66374879725257	0.0	14750603.0
IR0095_R1_paired	22.05856657881236	48.0	145.8973061072726	0.0	13425813.0
IR0095_R2_paired	21.64398548897364	48.0	133.31150106142547	0.0	13425813.0
IT0010_R1_paired	23.6007051010197	50.0	145.2505471836278	0.0	13851383.0
IT0010_R2_paired	22.897465249717257	50.0	133.19811639025505	0.0	13851383.0
JP0091_R1_paired	19.321313136551836	50.0	146.3405302358316	0.0	12023367.0
JP0091_R2_paired	18.97501351390217	50.0	133.36187167870696	0.0	12023367.0
ML0060_R1_paired	19.817659131169535	50.0	146.10688860306402	0.0	10923550.0
ML0060_R2_paired	19.430066660863517	50.0	133.13862718621692	0.0	10923550.0
ML0062_R1_paired	21.00159422381597	50.0	148.25501746005745	0.0	7533194.0
ML0062_R2_paired	20.625609094657165	50.0	132.78895047704864	0.0	7533194.0
NG0012_R1_paired	18.971004763047745	50.0	148.20847192649512	0.0	5944858.0
NG0012_R2_paired	18.549422836381765	50.0	133.05622220076577	0.0	5944858.0
NG0054_R1_paired	19.422876941964105	50.0	145.10852403753677	0.0	7403088.0
NG0054_R2_paired	19.027422611197693	50.0	133.87392585364378	0.0	7403088.0
NP0058_R1_paired	21.341640830708698	50.0	126.17994038827152	0.0	9996355.0
NP0058_R2_paired	21.88257689167999	50.0	148.36556174725686	0.0	9996355.0
P131_R1_paired	74.95462673573827	55.0	120.37421322587865	10.0	74367596.0
P131_R2_paired	75.01094914247878	55.0	119.61967230996683	10.0	74367596.0
P28_R1_paired	11.575803268870231	50.0	299.99998663599774	0.0	8979346.0
P28_R2_paired	10.474886484929641	51.0	299.99992115238683	9.090909090909092	8979346.0
P29_R1_paired	12.282256982403538	50.0	299.9999523318764	0.0	9335379.0
P29_R2_paired	11.146897730875708	51.0	299.99995104644387	9.090909090909092	9335379.0
P3_R1_paired	15.227303394569816	50.0	300.0	9.090909090909092	16130764.0
P3_R2_paired	12.361463582387572	50.0	259.76559715336487	18.181818181818183	16130764.0
PGPA_R1_paired	9.025068505965109	50.0	98.83769993784345	0.0	19109814.0
PGPA_R2_paired	8.515045487917291	50.0	97.70403259811948	0.0	19109814.0
PgKY_R1_paired	11.455209727843325	51.0	98.78925906744865	0.0	14895094.0
PgKY_R2_paired	10.846389270819458	52.0	97.92235201738237	0.0	14895094.0
Py0925_R1_paired	7.736386695910653	48.0	95.76133338952322	0.0	23112106.0
Py0925_R2_paired	7.875084875010145	48.0	97.074212622597	0.0	23112106.0
Py36-1_R1_paired	8.454227136090068	48.0	96.53689675730395	0.0	25574429.0
Py36-1_R2_paired	8.241924560440594	48.0	95.1808622589384	0.0	25574429.0
Py5033_R1_paired	5.806523270204224	49.0	95.6531684698609	0.0	436725.0
Py5033_R2_paired	5.797159188045512	49.0	96.97603297269448	0.0	436725.0
Py510_R1_paired	5.502934191977587	48.0	95.71825101466564	0.0	13881420.0
Py510_R2_paired	5.690337194401593	49.0	97.17224837228468	0.0	13881420.0
Py6017_R1_paired	5.352978657904842	48.0	95.80114678907972	0.0	15481138.0
Py6017_R2_paired	5.364390359147521	48.0	97.03623054067472	0.0	15481138.0
Py6045_R1_paired	6.959660097743097	48.0	95.46546235234628	0.0	20120218.0
Py6045_R2_paired	6.998929564220774	48.0	97.26664810490622	0.0	20120218.0
Py86-1_R1_paired	8.834120748547178	48.0	95.48794233963572	0.0	17308250.0
Py86-1_R2_paired	8.858911144938546	48.0	97.16058215013072	0.0	17308250.0
SV9610_R1_paired	11.895374957667485	51.0	96.48783981881833	0.0	6056242.0
SV9610_R2_paired	11.882383728118882	51.0	95.15967459688699	0.0	6056242.0
SV9623_R1_paired	13.695008391362137	49.0	96.64727871341464	0.0	5832866.0
SV9623_R2_paired	13.715693449727638	49.0	95.29251760626765	0.0	5832866.0
T25_R1_paired	11.722022001101095	51.0	249.92579476252808	9.090909090909092	13150123.0
T25_R2_paired	11.165040611862068	51.0	249.5926607682681	9.090909090909092	13150123.0
TG0004_R1_paired	18.447882697960765	50.0	147.97722918908553	0.0	6569990.0
TG0004_R2_paired	18.02124050014619	50.0	133.10595480358418	0.0	6569990.0
TG0032_R1_paired	20.92076240585976	50.0	148.3734024501274	0.0	9256988.0
TG0032_R2_paired	20.4862729867109	50.0	128.25723928776833	0.0	9256988.0
TN0001_R1_paired	20.49157459247961	50.0	148.22888180680405	0.0	7588161.0
TN0001_R2_paired	20.215513231990357	50.0	132.28283638156861	0.0	7588161.0
TN0002_R1_paired	22.25964655670657	50.0	148.24790535571879	0.0	9143796.0
TN0002_R2_paired	21.815933378374424	50.0	131.59258135242737	0.0	9143796.0
TN0050_R1_paired	18.614660177548743	51.0	146.6337008042085	0.0	9632328.0
TN0050_R2_paired	18.169282270480025	51.0	131.87597068953633	0.0	9632328.0
TN0057_R1_paired	21.409587574197147	50.0	148.19494696342457	0.0	9670779.0
TN0057_R2_paired	20.774128981366687	50.0	132.00687452375863	0.0	9670779.0
TN0065_R1_paired	22.61780937434797	50.0	144.9681571205848	0.0	11397870.0
TN0065_R2_paired	22.273544532703298	50.0	133.21416018957927	0.0	11397870.0
TN0090_R1_paired	20.506803430177243	50.0	148.43652831834774	0.0	9252323.0
TN0090_R2_paired	20.0263114258302	50.0	127.40960653881193	0.0	9252323.0
TR0025_R1_paired	20.611787873859768	51.0	146.32052436362568	0.0	12307261.0
TR0025_R2_paired	20.1326705322396	51.0	132.94201041157737	0.0	12307261.0
US0041_R1_paired	19.890290555017756	50.0	148.35445599747754	0.0	6752147.0
US0041_R2_paired	19.342579859999645	50.0	132.92813693185295	0.0	6752147.0
US0064_R1_paired	23.524032384163604	49.0	146.18132014542607	0.0	12297933.0
US0064_R2_paired	23.19402835852941	49.0	132.07976137128085	0.0	12297933.0
VT0027_R1_paired	21.01338816166853	50.0	147.89042770903458	0.0	6074784.0
VT0027_R2_paired	20.590893940686982	50.0	131.21918853411086	0.0	6074784.0
VT0030_R1_paired	19.920563943373963	50.0	148.25870722284768	0.0	7773776.0
VT0030_R2_paired	19.622266238624675	50.0	132.90926648774033	0.0	7773776.0
Z2-1_R1_paired	24.29520338671965	47.0	72.92158736309078	9.090909090909092	25983822.0
Z2-1_R2_paired	23.93476425310179	47.0	73.51189047554283	9.090909090909092	25983822.0
