Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
12-1-205_R1_paired	520.0	418.0	293.5	323.5	431.0	516.0	672.5	1003.0	1511.0	2015.0	2689.5	3532.0	4684.0	6001.5	7192.5	8992.5	11819.5	15263.0	18434.0	20845.0	23004.5	25728.0	29328.0	32043.0	33937.0	35823.0	36353.5	37328.5	39178.5	40863.0	42259.5	42548.0	43613.5	46503.0	49771.5	52847.5	56350.0	60904.5	66457.5	73971.5	83131.5	93422.0	104934.5	116771.0	129614.5	144683.5	156016.0	162192.0	168522.0	175109.0	179467.5	181015.5	182629.0	181029.0	173893.5	162663.5	150179.5	138167.5	125260.5	112222.0	98929.5	86255.5	75511.0	65705.5	56765.5	49446.5	42583.0	36238.5	30967.5	26505.5	22787.0	18903.5	15320.0	12247.5	9178.0	6801.5	4995.5	3492.0	2375.5	1576.5	971.0	571.5	336.0	193.5	123.5	74.5	42.0	26.5	14.0	12.5	12.5	9.0	5.5	4.5	3.5	2.5	3.0	2.5	2.0	2.5	8.0
12-1-205_R2_paired	1203.0	1300.5	1436.0	1894.5	2714.5	3388.5	4177.5	5504.5	7183.5	9120.0	11085.5	12755.0	14451.0	16619.5	19405.0	22467.5	25949.0	29408.5	32293.0	34902.5	37476.5	40100.5	42808.0	45332.0	47102.0	48467.0	49870.5	51562.0	53311.5	55054.5	56647.0	58161.0	60699.5	63810.0	67443.5	71520.0	75998.0	81807.5	89085.5	98029.5	107931.5	118351.0	129934.0	144546.5	161307.0	173979.5	180693.0	187433.5	195535.0	201705.0	205500.5	206785.5	205782.5	202042.5	195218.5	186057.5	175122.5	162802.0	148826.0	134816.5	121662.5	108141.5	95581.0	84249.5	73610.5	64200.5	55391.0	47952.0	41722.5	35747.5	30556.5	25711.5	21098.5	17036.5	13417.0	10468.0	7988.0	5905.0	4365.0	3102.5	2091.0	1387.0	925.5	609.0	394.5	247.0	147.5	102.0	65.5	32.5	19.0	14.5	10.5	6.5	4.0	3.0	2.0	2.0	2.5	4.5	14.0
AG0004_R1_paired	309.0	290.0	268.0	279.0	334.0	387.5	492.0	735.0	1023.5	1383.5	1795.5	2337.0	3023.5	3873.5	5033.0	6858.0	9145.5	12035.5	14976.0	17349.0	20147.0	23848.5	27889.0	31284.5	34769.5	37860.5	39534.5	40814.0	42855.0	46009.5	48266.0	49382.0	52182.0	57195.0	63323.5	71102.0	81170.0	93176.0	108456.5	127487.5	148111.5	169328.0	191493.5	214697.0	237262.0	257917.0	279474.5	299741.0	314452.5	326874.5	337939.0	342978.0	342304.0	336647.0	324642.0	308584.0	290160.0	268932.5	246037.5	223174.0	201074.5	179318.5	159082.5	142131.0	126556.0	110657.0	95108.5	81212.0	69135.5	59604.5	51291.5	42625.0	34990.5	28051.0	21366.5	16158.5	12110.0	8615.0	5927.0	4051.5	2731.5	1815.5	1146.0	709.5	479.0	308.0	170.0	125.5	88.0	43.0	23.5	13.5	6.5	3.5	2.0	1.5	1.5	3.0	4.0	2.0	0.0
AG0004_R2_paired	726.0	623.0	508.5	565.5	758.5	994.0	1350.0	1874.5	2431.5	3143.0	4034.5	4978.5	6039.5	7397.5	9076.0	11194.5	13809.0	16997.5	20014.5	22578.5	25542.0	29300.5	33208.5	36648.0	40224.0	43112.0	45092.0	46719.0	49270.0	53039.5	55441.0	57028.0	60717.5	66541.0	73500.5	82337.0	93189.5	105391.0	120754.0	140148.5	161065.0	182477.0	204814.0	228276.5	252129.0	275149.5	297481.5	317860.0	333569.0	347151.0	358397.0	363418.5	364070.5	359141.5	347915.5	333519.0	316133.5	295302.5	272349.0	249654.5	227245.5	204655.5	183695.0	164767.0	147235.0	129868.0	112313.5	97311.5	84528.0	73144.0	63187.0	53139.0	43727.5	35668.0	28073.0	21778.0	16886.5	12572.0	9189.5	6602.0	4689.0	3325.5	2247.5	1445.5	988.5	674.0	410.0	264.0	172.0	111.0	82.5	43.5	22.5	16.0	7.0	3.5	3.0	2.0	1.5	1.5	1.5
B2_R1_paired	0.5	0.6666666666666666	1.6666666666666665	2.6666666666666665	2.1666666666666665	3.0	4.0	6.499999999999999	9.500000000000002	12.500000000000002	13.500000000000005	16.33333333333334	31.999999999999964	56.50000000000012	79.83333333333327	152.50000000000003	249.33333333333582	400.3333333333281	653.8333333333375	1035.1666666667104	1611.6666666665817	2381.6666666666306	3235.833333333684	4370.833333333825	5843.166666665833	6959.499999998153	7945.49999999727	8855.166666664905	9444.499999999283	10241.00000000072	11499.166666669656	13046.166666672452	14303.833333341414	14987.5000000093	16525.33333334466	19120.166666668654	22021.49999999158	26371.333333309132	32967.83333328744	41694.500000016946	52510.00000009503	66252.00000017934	83287.66666660008	102051.49999966193	121123.66666605228	140202.3333328378	161677.00000012395	184530.33333411856	203938.00000134995	218199.16666843058	226769.3333353465	230125.3333354441	226449.16666867034	217965.50000175694	203029.66666798893	181745.33333403608	161861.0000001288	142824.33333291457	123162.9999993571	104999.33333295274	89752.16666650747	76769.83333336149	65961.00000018337	56633.66666679161	49373.666666738965	43287.83333336175	37092.33333331691	31467.499999957472	26716.66666664125	22388.999999990272	17581.50000000752	13577.666666673402	10129.333333333865	6874.166666664915	4467.500000000398	2806.3333333334863	1629.6666666665792	899.5000000000309	479.83333333332405	251.83333333333601	157.83333333333346	106.3333333333329	74.00000000000003	52.33333333333343	39.0	26.99999999999998	17.833333333333336	12.000000000000004	8.499999999999998	5.666666666666665	5.999999999999998	4.0	3.666666666666667	3.666666666666667	2.333333333333333	2.333333333333333	3.3333333333333335	1.6666666666666665	1.0	3.3333333333333335	3.0
B2_R2_paired	5.5	6.666666666666664	6.999999999999997	4.333333333333333	4.666666666666666	8.666666666666664	7.33333333333333	10.833333333333334	14.000000000000005	17.83333333333334	28.999999999999964	40.83333333333335	54.16666666666678	86.66666666666654	117.33333333333279	191.16666666666765	267.33333333333536	415.8333333333276	685.0000000000076	1133.666666666688	1699.6666666665615	2534.0000000000364	3351.3333333337355	4360.666666667167	5856.666666665817	6908.8333333315295	7915.499999997288	8768.33333333141	9395.33333333253	10200.333333333994	11486.166666669666	12956.833333338991	14381.666666674879	15167.166666676281	16698.666666677334	18925.50000000275	21862.99999999211	26085.333333310165	32339.666666620866	40656.33333334301	51447.50000008771	64651.16666684979	81078.99999996471	99254.99999970116	118766.49999941893	137934.9999994384	158322.00000002948	180829.166667349	200451.33333458527	215251.00000168217	224035.50000193494	227727.66666870855	225053.66666863023	216716.50000172234	202717.66666798358	182271.16666739027	162052.8333334713	143439.333332933	124302.49999933942	106365.83333293171	91210.99999981793	78150.83333334068	67022.66666683462	57619.833333465336	50280.333333412476	44140.16666670148	38093.33333332423	32612.999999953197	27955.99999997005	23502.8333333195	18908.833333336097	14925.166666675868	11452.833333336248	8412.333333330775	6094.166666665605	4227.833333333949	2850.8333333335086	1930.1666666665092	1263.3333333333253	865.3333333333612	582.3333333333297	398.3333333333282	277.6666666666683	200.00000000000122	145.9999999999998	107.49999999999957	78.3333333333333	56.00000000000012	45.666666666666714	31.16666666666662	34.49999999999997	28.833333333333297	21.83333333333332	16.666666666666675	17.000000000000007	12.16666666666667	10.166666666666666	13.666666666666673	10.833333333333336	18.833333333333332	56.5
B51_R1_paired	2.0	5.166666666666666	7.666666666666664	7.166666666666665	8.333333333333332	10.833333333333334	16.500000000000004	19.666666666666668	20.833333333333325	23.166666666666654	29.499999999999964	56.166666666666785	85.16666666666657	137.83333333333292	251.16666666666939	403.9999999999947	608.4999999999987	874.166666666695	1490.333333333275	2198.666666666551	3123.3333333336313	4195.000000000655	5224.333333333058	6560.999999998529	8208.499999997064	9276.99999999898	10160.000000000582	10928.333333335313	11153.500000002357	12044.833333337305	13334.666666672985	14979.166666675952	16621.666666677655	17265.333333342012	18609.33333333722	20622.499999996602	22601.99999998958	26037.166666643767	31632.16666662359	38722.16666666229	47756.833333394134	59841.666666814985	73912.66666673648	89929.33333317132	106654.83333292871	123482.66666601814	140198.6666661706	155857.8333332905	168945.33333366833	180355.50000066543	187896.16666755083	190412.16666762377	188795.83333424333	183840.16666743124	174707.83333383384	159843.833333406	143652.99999960474	127134.33333263238	110996.66666619916	96133.16666641476	82821.8333332737	70798.83333344657	60917.16666682239	53226.33333343359	46406.50000005085	40371.5000000074	34575.99999996568	29113.999999965825	24743.499999981683	20391.99999999739	16174.166666678078	12325.8333333378	8992.833333331817	6226.8333333321625	4127.000000000708	2601.666666666729	1540.833333333264	812.3333333333555	446.3333333333256	258.833333333336	158.33333333333343	110.33333333333287	71.16666666666674	50.33333333333342	36.83333333333332	30.499999999999957	20.999999999999993	14.000000000000007	10.333333333333334	6.666666666666664	7.33333333333333	7.166666666666664	6.666666666666664	5.666666666666665	4.833333333333333	5.333333333333332	4.666666666666666	2.6666666666666665	2.333333333333333	5.999999999999998	7.5
B51_R2_paired	17.0	14.666666666666675	13.666666666666673	11.000000000000002	13.166666666666673	15.833333333333345	23.333333333333318	29.3333333333333	30.8333333333333	46.50000000000006	67.66666666666679	94.66666666666642	122.99999999999935	183.1666666666675	282.83333333333474	401.49999999999466	611.6666666666662	935.333333333369	1506.166666666605	2190.4999999998795	3141.0000000003083	4291.833333333898	5282.666666666333	6608.666666665135	8186.333333330374	9478.999999999352	10293.333333334183	11119.000000002334	11487.333333336328	12295.833333337785	13595.000000006788	15388.833333343375	16868.33333334342	17430.66666667474	18754.00000000331	20690.33333332959	22815.49999998864	26233.999999976255	31490.16666662397	38645.33333332824	47469.66666672557	59212.83333347741	73583.00000007378	89283.83333317928	106093.33333293561	122205.66666603555	139059.99999947072	154442.16666658316	167044.50000028344	178196.6666672729	184834.00000079797	188069.66666755808	186831.00000085586	181513.33333403608	171712.00000041735	157691.66666667745	141786.16666621732	126156.16666597885	110700.16666620316	96032.66666641535	82908.66666660475	71604.16666676861	61717.83333349496	53900.66666677204	46669.500000052976	40908.666666678095	35410.99999997167	30072.333333295806	25755.999999978034	21543.166666659905	17411.000000008145	13696.500000006965	10470.500000001135	7816.166666664061	5568.833333332748	3882.3333333339724	2675.000000000095	1782.499999999876	1177.8333333333455	836.3333333333582	587.9999999999967	439.1666666666593	330.4999999999987	233.1666666666689	168.83333333333377	120.16666666666605	100.99999999999964	75.50000000000001	48.33333333333341	35.16666666666664	31.33333333333329	26.66666666666664	21.99999999999999	18.333333333333336	15.333333333333343	15.333333333333343	15.666666666666677	13.33333333333334	12.666666666666671	15.333333333333343	49.5
BF0072_R1_paired	372.0	311.5	260.0	315.0	365.5	376.0	457.5	706.5	1075.0	1399.0	1962.5	2770.5	3789.0	4512.5	5369.5	7258.5	9426.5	12196.5	15225.0	17647.5	19894.0	22699.0	26287.0	28709.0	30912.5	32759.0	32926.0	33130.0	34284.5	36110.0	36641.0	36397.5	37440.0	40744.0	44937.5	49617.5	56013.0	63989.0	73933.5	86719.0	101507.0	117938.5	138568.5	157784.0	172392.5	189452.5	208290.0	224863.5	238532.5	250764.0	260055.5	262799.0	259654.5	253871.5	246081.0	234079.5	219011.0	201559.0	183402.0	164608.5	146378.0	129225.5	112590.0	98150.5	85710.5	74915.0	64773.5	55638.0	47753.0	41134.5	35453.0	29764.5	24107.0	18952.0	14559.0	11026.0	7984.5	5491.5	3673.5	2407.0	1499.5	921.5	546.0	296.5	159.5	91.0	53.0	37.0	29.0	17.5	10.5	7.5	6.5	4.5	1.5	0.0	1.0	2.0	2.0	2.0	2.0
